,Date,Country,City,Killed,Injured,Total,Description
273,27/6/2002,Algeria,Bou Ismail,2,0,2,Two Islamic terrorists shot dead a bus driver and one passenger.
274,28/6/2002,Algeria,Algiers,13,0,13,"Islamic radicals riddle a bus with machine guns. Thirteen people are killed, an unknown number are wounded."
275,28/6/2002,India,Kakran-Kulgam,1,0,1,A policeman is abducted and murdered by the Mujahideen.
276,29/6/2002,India,Basuni,3,0,3,Three migrant workers are kidnapped and killed by Islamic terrorists.
277,30/6/2002,India,Gadyari,1,0,1,"The Mujahideen attack a wedding, killing a civilian."
278,1/7/2002,India,Kashmir,3,0,3,The Mujahideen murder three civilians in separate attacks.
279,2/7/2002,India,Singhpura Chatru,1,0,1,A man is abducted from his home and killed by Muslim terrorists.
280,3/7/2002,Indonesia,Landangan,1,0,1,Muslim gunmen murder a Christian man.
281,3/7/2002,Pakistan,Kohat,2,2,4,Two Pakistani security forces are killed when al-Qaeda militants stage an attack on a bridge.
282,4/7/2002,USA,Los Angeles,2,0,2,Muslim gunman kills two people waiting at the El Al counter in the LAX airport.
283,4/7/2002,India,Kashmir,2,0,2,Two civilians are killed in their homes by the Mujahideen (Bandipora & Shah Mohallah).
284,5/7/2002,India,Khansaheb,0,16,16,"Muslim militant lobs a hand grenade at a group of Hindus, injuring sixteen, including four women."
285,5/7/2002,India,Gandoh,3,1,4,A village herdsman is among three people killed by Islamic militants in separate attacks.
286,5/7/2002,Algeria,al-Arbaa,49,17,66,Bomb explosion results in the largest number of killings by Islamic fundamentalists since the beginning of the year.
287,7/7/2002,Indonesia,Wayura,1,0,1,A Christian fisherman is shot in the head by suspected Islamists.
288,7/7/2002,Algeria,Algiers,6,0,6,Six persons including four children were stabbed to death by Islamic extremists while grazing sheep.
289,7/7/2002,Philippines,Unknown,2,1,3,Kidnapped American missionary and Philippine nurse are killed during rescue attempt.
290,7/7/2002,India,Handwara,1,0,1,A boy is shot and killed by Muslim terrorists.
291,7/7/2002,India,Kasblari,1,0,1,The Mujahideen intrude into a residence and behead and elderly man who refuses to give up the location of his son and grandson.
292,10/7/2002,India,Surankote,1,0,1,"The body of a civilian, kidnapped and beheaded by the Mujahideen, is recovered."
293,11/7/2002,India,Warpora,1,0,1,A man is killed by the same Muslim terrorists who killed his brother two years earlier.
294,11/7/2002,India,Ghat Palhalan,2,1,3,"Islamists attack a marriage party, killing two civilians and injuring another."
295,12/7/2002,Indonesia,Kawua,1,4,5,Islamic bombers nearly crash a bus carrying Christians.  Only one passenger is killed by the explosion.
296,13/7/2002,India,Jammu,28,30,58,"Lashkar-e-Toiba terrorists staged an attack on a Hindu shantytown, killing twenty-eight and injuring more than thirty with grenades and firearms."
297,13/7/2002,Pakistan,Mansehra,0,12,12,"Twelve persons, including seven Germans, injured in a terrorist attack at an Archaeological site."
298,13/7/2002,Algeria,Algiers,10,0,10,Victims in two separate attacks by fundamentalists include four women and two children from one family.
299,13/7/2002,India,Khrew,1,0,1,Hizb-ul-Mujahideen cadres gun down a civilian in his home.
300,14/7/2002,India,Rajdhani,1,0,1,A woman is murdered in her home by Muslim terrorists.
301,15/7/2002,India,Sambora,1,0,1,A man is gunned down by the Mujahideen while traveling down a road.
302,16/7/2002,India,Sarna,1,0,1,Islamic militants kill a village headsmen in his home.
303,16/7/2002,Algeria,Wilad Alal,7,0,7,"Seven family members slaughtered by Islamic fundamentalists, including a father, mother and three children ages 4, 12, and 14."
304,17/7/2002,Israel,Tel Aviv,3,40,43,Dual Palestinian suicide attack on an Israeli convenience store leaves at least three dead and more than forty injured.
305,17/7/2002,Israel,Emmanuel,7,26,33,Palestinian attack on a bus kills at least seven and injures twenty-six.
306,17/7/2002,India,Bonkoot,3,3,6,Three security forces are killed in a Fedayeen ambush.
307,17/7/2002,India,Kashmir,3,0,3,"Three people, including a 16-year-old boy, are killed by Muslims in separate terror attacks."
308,17/7/2002,India,Aishmuqam,3,9,12,"Hizb-ul-Mujahideen kill three people and injure nine, including three women, with a mine blast."
309,19/7/2002,Indonesia,Poso,2,0,2,Two Hindus make easy marks for Muslim snipers.
310,20/7/2002,India,Hill Tak,3,0,3,"Three people are abducted by Muslims, tortured and then beheaded."
311,21/7/2002,India,Wali-Dok,1,0,1,A man abducted from his home is killed in captivity two days later.
312,22/7/2002,Indonesia,Mayoa,0,3,3,Three Christian farmers survive a brutal shooting attack by Jihad warriors.
313,23/7/2002,India,Rajouri,1,27,28,"A young girl is killed, and twenty-seven others injured when a militant Muslim throws a grenade into a city street."
314,23/7/2002,India,Halla,3,0,3,Three brothers are killed by militant Muslims while gathering firewood.
315,24/7/2002,India,Chanser,2,0,2,Two border guards are cut down by the Mujahideen.
316,24/7/2002,India,Anantnag,0,20,20,Twenty persons at a crowded bus stand sustain injuries from an Islamist grenade attack.
317,25/7/2002,India,Batmaloo,1,23,24,"A civilian is killed at a bus stand, and two dozen others injured, when a militant Muslim tosses a hand grenade."
318,26/7/2002,Israel,Hebron,4,3,7,"Four people, including a mother, father and son, were killed by gunmen while riding in two cars."
319,26/7/2002,India,Budgam,3,0,3,Three political activists are kidnapped and killed by the Mujahideen.
320,27/7/2002,India,Badgam,4,3,7,Four civilians are killed when Muslims set off a grenade blast at a market.
321,28/7/2002,India,Surankote,1,0,1,A man is abducted and brutally tortured to death by Islamic militants.
322,28/7/2002,India,Thanna Mandi,1,1,2,Lashkar-e-Toiba terrorists kill a civilian in his home in an attack that also injures his mother.
323,29/7/2002,India,Rajpura,0,15,15,Women and children are among fifteen civilians injured in a grenade attack on a city street.
324,29/7/2002,India,Mangota,1,4,5,Five civilians are abducted and tortured by the Mujahideen.  At least one succumbs to death.
325,30/7/2002,India,Kashmir,3,0,3,"Three civilians are killed in separate Mujahideen attacks, including a boy who is abducted and murdered."
326,30/7/2002,India,Anantnag,2,5,7,"Muslim terrorist attacks a car carrying Hindu pilgrims with a grenade, killing two family members."
327,30/7/2002,Israel,Jerusalem,0,7,7,Fedayeen suicide bomber injures seven civilians.
328,31/7/2002,Israel,Jerusalem,9,90,99,"Nine students, including five Americans, are killed in a bombing at a Hebrew University cafeteria. More than 90 others were injured."
329,31/7/2002,India,Shahdara Sharief,1,0,1,A youth is murdered by the Lashkar-e-Toiba.
330,31/7/2002,India,Tral,3,2,5,Jaish-e-Mohammed terrorists stage a political assassination that leaves three people dead.
331,1/8/2002,India,Raika,2,1,3,A Lashkar-e-Toiba terrorist kills two police officers in an ambush.
332,2/8/2002,India,Ichhgooza,1,0,1,A civilian is murdered in his home by the Mujahideen.
333,3/8/2002,Israel,Jerusalem,1,2,3,Palestinian gunman kills telephone truck driver and wounds two other passengers.
334,3/8/2002,India,Kashmir,2,0,2,Two civilians killed in separate attacks (Koochipora & Srinagar).
335,4/8/2002,Indonesia,Matako,0,8,8,"A Muslim mob screaming praises to Allah sweeps through a Christian village, burning homes and churches, and shooting residents."
336,4/8/2002,India,Morha Badana,1,0,1,"Hizbul Mujahideen kidnap a man, behead him, and then hang his headless body from a bridge."
337,4/8/2002,Israel,Meron Junction,8,50,58,Suicide bomber kills eight and injures over fifty in an attack on a bus.
338,5/8/2002,Pakistan,"Jhika Gali, Murree",6,4,10,Six persons killed and four others injured in terrorist attack on Christian missionary school.
339,6/8/2002,India,Nar,2,0,2,A man and his wife are killed in their home by the Mujahideen.
340,6/8/2002,India,Handwara,9,3,12,Fedayeen attack on a security camp is one of two attacks that leave nine Indians dead.
341,6/8/2002,India,Rajouri,0,12,12,Twelve civilians are injured in a militant grenade attack near a hospital.
342,6/8/2002,India,Pahalgam,9,32,41,Nine Hindu pilgrims are massacred in a senseless attack by Fedayeen.  Approximately thirty others sustain various injuries.
343,7/8/2002,Indonesia,Tentena,1,4,5,An Italian tourist is killed by Jihad terrorists. Four others are injured.
344,7/8/2002,India,Surankote,3,0,3,"Three people, including one woman, are killed in two separate attacks on residences."
345,8/8/2002,India,Bijbehara,0,15,15,A grenade tossed by an Islamist on a city street injures fifteen civilians.
346,8/8/2002,India,Patrara,4,0,4,"Two women and two children, all family members, are slaughtered in a barbaric attack by militant Muslims."
347,8/8/2002,Algeria,Algiers,6,1,7,Five persons are killed by a machine-gun fired from an open car in a drive-by. Islamists also assassinated a man in Tazrout.
348,9/8/2002,Pakistan,Taxila,3,24,27,"Three women and a terrorist are killed, and 24 others injured as terrorists attack John C. Heinrich Memorial chapel in the Mission Hospital."
349,9/8/2002,Indonesia,Malei,2,0,2,Jihad warriors attack two Christian villages and kill two people.
350,10/8/2002,Philippines,Unknown,2,4,6,Abu Sayyaf kidnap six missionaries. Two are subsequently beheaded.
351,11/8/2002,Indonesia,Kayamanya,5,0,5,"A Muslim mob attacks a bus and one other vehicle, killing five Christians, including one who was burned."
352,11/8/2002,India,Sarawa,3,0,3,Three civilians are senselessly murdered by the Mujahideen.
353,13/8/2002,India,Kulgam,1,21,22,"A militant Muslim lobs a grenade into a bus station, killing one civilian and injuring twenty-one others."
354,15/8/2002,Iraq,Baghdad,1,0,1,"A 71-year-old nun is savagely attacked and stabbed to death in a monastery by Islamic extremists, who then behead her."
355,15/8/2002,Indonesia,Manyomba,1,3,4,Fifty militants attack two Christian villages. They shoot three people and strangle a 3-year-old child to death.
356,15/8/2002,Algeria,Harshoun,26,0,26,Islamists attacked and slaughtered three families including women and children.
357,16/8/2002,India,Fatehpur,1,0,1,A man who refuses to work for the Mujahideen is abducted and killed for his principles.
358,18/8/2002,Pakistan,Skardu,1,3,4,A youth is killed and three women injured in a sectarian bombing attack.
359,18/8/2002,India,Bhat Pura,1,0,1,A woman is killed by Islamists in her home.
360,18/8/2002,India,Bana,2,0,2,A man and his son are killed by the Mujahideen in a home invasion.
361,20/8/2002,India,Gund,0,1,1,Hizb-ul-Mujahideen kill two security forces with a land mine.
362,22/8/2002,India,Lassana,2,2,4,"Militant Muslims ambush a security patrol, killing two members."
363,22/8/2002,India,Gorihakhar,2,0,2,Two civilians are abducted from their homes and murdered by the Mujahideen.
